Property ID|grade_id|manager_id|market_id|state_id|type_id|Year Built|year_acquired|year_renovation|Grade|Manager|Market|Type|Property|Address|City|State|Zip|Latitude|Longitude|GLA Mall|GLA Shop|groundLease|HHI_10mi|levels|movie|NOI_estimate|Occupancy|population_10mi|Sales per SF|sales_SF_exApple|screens|Stores|superZipsServed_10mi|tap_score|Value|Nominal Cap Rate
371|4|272|160|15|1|1976||2003|C||Chicago|Mall|North Riverside Park Mall|7501 W Cermak Road|North Riverside|IL|60546|41.849963|-87.810184|1200000|420000||77093.38462106|2|Classic Cinemas|8.144982|0.80816667|2510028|323.4|323.4|6|130|13|68.2|37.08543919|0.21962749
373|1|54|219|48|1|1950|1987|2007|Not Rated||Seattle|Mall|Northgate Shopping Center|401 NE Northgate Way|Seattle|WA|98125|47.7035173|-122.3266876|1045724|470452.95||109405.63230744|2|None|0|0.94|1160728|415|415||114|6|96.1|0|0
374|3|320|150|11|1|1971|1998|1994|C-||Atlanta|Mall|Northlake Mall|4800 Briarcliff Blvd.|Atlanta|GA|30345|33.849735|-84.2552819|961998|296235||83274.24384895|2|none|4.38780085|0.67|1133752|200.9|200.9||91|10|77.1|16.77576703|0.2615559
376|7|17|186|5|1|1971|1998|1998|B||Los Angeles|Mall|Northridge Fashion Center|9301 Tampa Avenue|Northridge|CA|91324|34.239237|-118.553765|1494437|669994||85665.98013222|2|Pacific|27.808682|0.9738|1369802|555.9|505|10|156|4|71.8|232.63712604|0.11953673
377|8|35|171|7|1|1986|2005|2010|B+||Fairfield County|Mall|Danbury Fair|7 Backus Ave|Danbury|CT|6810|41.375875|-73.485689|1271000|527000||110624.83700221|2|none|20.34375925|0.932|227310|658|565||195|7|48.1|195.33310588|0.10414906
378|10|54|154|20|1|1958|1999|2008|A||Boston|Mall|Northshore Mall|210 Andover St|Peabody|MA|1960|42.543176|-70.942267|1503800|623337.75||92721.72878748|2|none|30.55408036|0.921|590972|703.5|550||120|6|69.8|405.1941675|0.07540602
380|7|318|2|15|1|1973|1983|2005|B||Other|Mall|Northwoods|2200 W. War Memorial Drive|Peoria|IL|61613|40.724136|-89.5592548|669759|292233.6||66348.03496189|2|None|10.40232259|0.924|227957|367.2|367.2||79|0|23.3|87.02197502|0.11953673
381|5|318|188|43|1|1988|1997|1995|C+||Memphis|Mall|Oak Court Mall|530 Oak Ct|Memphis|TN|38117|35.116334|-89.91448|847427|381207.15||57776.61394066|2|none|4.92534325|0.921|754815|245|245||72|3|73.2|26.52458447|0.18568974
384|-1|6|2|43|1|1955||1980|Closed||Other|Mall|Oak Ridge Mall|333 Main Street|Oak Ridge|TN|37830|36.0119857|-84.2536384|891475|226869||74893.7431481|1|Cinemark|0|0.91|117734|405|405|14||0|28.5|28.76476393|
385|12|17|160|15|1|1962||1991|A++||Chicago|Mall|Oakbrook Center|100 Oakbrook Center|Oak Brook|IL|60523|41.847737|-87.954517|2457186|1151083||90239.7882276|3|AMC|132.80157517|0.95506667|1194163|1193.05|1145|16|163|8|86.3|2410.60032882|0.05509067
386|9|62|218|5|1|1973|1998|2004|A-||San Jose|Mall|Oakridge|925 Blossom Hill Road|San Jose|CA|95123|37.250636|-121.862471|981667.68|528761.85669277||128196.90969927|1|Century|29.29699747|0.93296667|1193825|676|590|20|165|6|96.5|328.56027172|0.0891678
387|10|35|186|5|1|1978|2002|2009|A||Los Angeles|Mall|Oaks, The|350 West Hillcrest Drive|Thousand Oaks|CA|91360|34.1837639|-118.889534|1209000|607000||120543.69741457|2|Munco Theatres|24.10622075|0.927|341991|673|590|14|174|5|75.6|319.68561754|0.07540602
388|6|17|2|49|1|1986||1996|B-||Other|Mall|Oakwood Mall (WI)|4800 Golf Road|Eau Claire|WI|54701|44.774865|-91.437842|821994|404149||62780.4734109|1|Carmike|15.44848662|0.95427083|106225|400.95|400.95|12|104|0|39.5|115.42330848|0.133842
390|9|54|156|32|1|1976|1997|2003|A-||New Jersey (Central)|Mall|Ocean County Mall|1201 Hooper Avenue|Toms River|NJ|8753|39.981182|-74.181366|859498|356006.25||75166.73710933|1|None|16.89869274|0.949|443209|499.2|499.2||110|0|62.6|189.51563494|0.0891678
392|11|62|160|15|1|1956||1995|A+||Chicago|Mall|Old Orchard|4999 Old Orchard Center|Skokie|IL|60077|42.056762|-87.750058|1610279.44|680320.37575342||86250.61487271|1|Regal|44.85196333|0.93857895|1553018|742|660|13|133|9|97.3|731.24894212|0.06133611
394|6|318|179|10|1|1975|1994|2005|B-||Jacksonville|Mall|Orange Park Mall|1910 Wells Road|Orange Park|FL|32073|30.186728|-81.735934|952346|431615.7||67223.78017394|1|AMC Theaters|15.94820292|0.995|500016|361.35|361.35|24|112|0|27.7|119.15693692|0.133842
395|9|54|160|15|1|1976|1997|1995|A-||Chicago|Mall|Orland Square|288 Orland Square|Orland Park|IL|60462|41.618489|-87.843461|1229928|553576.95||82224.29181018|2|none|24.67367359|0.982|713941|696.8|615||148|0|68.5|276.71057098|0.0891678
396|6|54|204|39|1|1973|2003|1998|B-||Philadelphia|Mall|Oxford Valley Mall|2300 E Lincoln Hwy|Langhorne|PA|19047|40.1777066|-74.8827102|1338633|602356.05||83480.92045366|2|United Artists|13.83113406|0.932|713920|366.3|366.3|10|149|3|66.6|103.33926501|0.133842
398|6|318|2|10|1|1980||2008|B-||Other|Mall|Paddock Mall|3100 SW College Rd|Ocala|FL|34474|29.157775|-82.172318|555310|246666.15||50038.05456563|1|none|8.24079317|0.945|210487|346.5|346.5||102|0|2.7|61.57105451|0.133842
400|9|46|195|35|1|1998|||A-||New York|Mall|Palisades Center|1000 Palisades Center Dr|West Nyack|NY|10994|41.099441|-73.956276|1854000|927000||119409.68293799|4|AMC/Loews|42.753528|0.91296667|635669|639.6|639.6|21|207|19|84.6|479.4727101|0.0891678
402|6|62|215|5|1|1983|1999|2004|B-||Inland Empire|Mall|Palm Desert|72840 Highway 111|Palm Desert|CA|92260|33.721741|-116.393731|983820.46|499523.98319416||72292.60230337|2|Palme d'Or|11.908096|0.86427083|278656|376.2|376.2|7|141|1|47.6|88.97129355|0.133842
403|3|44|2|39|1|1972||1998|C-||Other|Mall|Palmer Park Mall|123 Palmer Park Mall|Easton|PA|18045|40.692|-75.2564|457000|126000||76038.23532786|1|none|2.60698581|0.72|307731|264.6|264.6||47|0|53.6|9.96722234|0.2615559
404|6|35|186|5|4|1955|1979|2005|B-||Los Angeles|Lifestyle Center|Panorama Mall|8401 Van Nuys Blvd|Panorama City|CA|91402|34.222711|-118.448965|314177|149203||84141.62498118|1|none|4.75275153|0.88|1621543|326.7|326.7||56|7|41.2|35.51016478|0.133842
406|8|17|2|4|1|1975|1996|2003|B+||Other|Mall|Park Place|5870 E. Broadway Blvd.|Tucson|AZ|85711|32.221501|-110.866916|1052910|471453||54741.62167506|1|Century 20 Park Place|20.779594|0.98785714|654576|453.2|453.2|20|128|2|33.3|199.51782682|0.10414906
407|11|17|168|6|1|1996|1998|0|A+||Denver|Mall|Park Meadows|8401 Park Meadows Center Drive|Lone Tree|CO|80124|39.562819|-104.87284|1574044|751044||100006.84950726|2|none|64.19410691|0.96357895|913673|1060|850||168|5|88.8|1046.595718|0.06133611
408|9|17|1316|44|1|1988||2011|A-||Dallas / Fort Worth|Mall|The Parks at Arlington|3811 South Cooper|Arlington|TX|76015|32.683967|-97.132505|1509519|760574||67241.38750825|2|AMC|44.07213047|0.98296667|903056|572|572|18|160|0|61.8|494.26058674|0.0891678
409|7|179|216|5|1|1972|1998|2004|B||San Diego|Mall|Parkway Plaza|415 Parkway Plaza|El Cajon|CA|92020|32.807139|-116.967399|1318760|552420||79749.82960129|1|Regal Cinemas|16.529059|0.8838|857356|408|408|18|163|1|48.9|138.27598093|0.11953673
410|9|35|2|5|1|1990|1996||A-||Other|Mall|Paseo Nuevo|651 Paseo Nuevo|Santa Barbara|CA|93101|34.418891|-119.698938|458971|133000||95430.1817546|1|None|6.40481189|0.88296667|186500|494|494||72|1|84.5|71.82875092|0.0891678
411|7|44|196|46|1|1987||2006|B||Norfolk / Hampton Roads|Mall|Patrick Henry Mall|12300 Jefferson Avenue|Newport News|VA|23602|37.112494|-76.495875|717664|224289||66467.23316139|1|none|10.397416|0.954|332803|436|436||116|0|47.6|86.98092835|0.11953673
412|3|177|2|26|1|1985||1996|C-||Other|Mall|Vicksburg Mall|3505 Pemberton Boulevard|Vicksburg|MS|39180|32.31515|-90.879777|351444|133641||45935.24527765|1|Wilcox Theater|1.03543137|0.63|42036|100|100|4|35|0|4.4|3.95873836|0.2615559
413|8|17|189|10|1|1992||2006|B+||Miami|Mall|Pembroke Lakes Mall|11401 Pines Boulevard #546|Pembroke Pines|FL|33026|26.007173|-80.301003|1176379|395104||67604.32447723|1|none|28.622456|0.97785714|1370919|566.5|566.5||130|1|56.6|274.82203067|0.10414906
414|9|54|2|37|1|1960|2002|2000|A-||Other|Mall|Penn Square Mall|1901 NW Expressway|Oklahoma City|OK|73118|35.524535|-97.54365|1083753|487771.65||58950.24357785|2|Dickinson Theater|20.79553436|0.99|649328|670.8|580|10|140|1|68.8|233.21797485|0.0891678
415|10|17|150|11|1|1971|2003|2000|A||Atlanta|Mall|Perimeter Mall|4400 Ashford Dunwoody Road|Atlanta|GA|30346|33.922378|-84.338893|1553350|500076||96039.28144699|2|none|32.40490238|0.96836667|1019444|714|615||165|10|94.5|429.73891829|0.07540602
416|8|35|2|5|1|1977|1995|1988|B+||Other|Mall|Capitola Mall|1855 41st Avenue|Capitola|CA|95010|36.975592|-121.965071|586000|196000||99516.80839818|1| none|6.88317222|0.88785714|185303|355.35|355.35||94|0|72.1|66.08962446|0.10414906
418|11|54|150|11|1|1969|1998|1992|A+||Atlanta|Mall|Phipps Plaza|3500 Peachtree Rd, NE.|Atlanta|GA|30326|33.852954|-84.362683|788410|374478.75||85106.80686072|3|AMC|25.65889669|0.971|1165985|869.2|869.2|14|91|11|96.1|418.33265857|0.06133611
419|3|17|2|14|1|1981||1997|C-||Other|Mall|Pine Ridge Mall|4155 Yellowstone Highway|Chubbuck|ID|83202|42.9424152|-112.4665513|636445|190174||57054.56629043|1|Carmike|3.82876851|0.72|81779|264.6|264.6|10|49|0|22.3|14.63843295|0.2615559
420|3|177|2|3|1|1986||1990|C-||Other|Mall|The Pines|2901 Pines Mall Drive|Pine Bluff|AR|71601|34.20702|-91.971572|624784|285075||44172.19556768|1|Carmike|1.37004897|0.31|52983|151.9|151.9|8|36|0|0.7|5.23807326|0.2615559
421|11|17|207|38|1|1990||2000|A+||Portland|Mall|Pioneer Place|700 SW 5th Ave|Portland|OR|97204|45.51764|-122.678034|319535|319535||83639.89941276|4|Regal|57.64129426|0.88357895|1301972|2247.2|2120|6|77|4|94.4|939.76121265|0.06133611
422|7|179|186|5|1|1975|1996|1993|B||Los Angeles|Mall|Plaza West Covina|112 Plaza Drive|West Covina|CA|91790|34.069802|-117.927964|1033372|505278||83468.00036798|2|none|19.291782|0.9038|1398961|494.7|494.7||197|0|56.7|161.38789752|0.11953673
423|8|62|216|5|1|1981||2007|B+||San Diego|Mall|Plaza Bonita|3030 Plaza Bonita Road|National City|CA|91950|32.655724|-117.068031|1037639.96|599110.89254595||76374.73314358|2|AMC|29.59582801|0.93785714|1283767|530.45|530.45|14|173|0|47.3|284.16798175|0.10414906
424|6|62|216|5|1|1969||1989|B-||San Diego|Mall|The Shoppes at Carlsbad|2525 El Camino Real|Carlsbad|CA|92008|33.179703|-117.326998|1088214|518163||93093.72140086|2|MovieMax|14.41685249|0.80427083|547678|361.35|361.35|4|132|0|66.9|107.715458|0.133842
425|3|69|2|44|1|1979|||C-||Other|Mall|Plaza del Sol|2205 Veterns Blvd|Del Rio|TX|78840|29.3885395|-100.9052176|686563|343281.5||53853.71428213|1|Movies|4.62964643|0.69|47996|210.7|210.7|8|40|0|13.3|17.70040908|0.2615559
428|4|318|2|10|1|1989||1992|C||Other|Mall|Port Charlotte Town Center|1441 Tamiami Trail|Port Charlotte|FL|33948|27.011315|-82.143231|777532|349760.7||57631.91928167|1|Regal|5.834538|0.91|210905|245|245|16|98|0|6.3|26.56560864|0.21962749
430|6|4|2|44|1|1982|2001|1985|B-||Other|Mall|Post Oak Mall|1500 Harvey Road|College Station|TX|77840|30.627607|-96.304474|788165|300640||55749.31916354|1|none|9.63442928|0.88|226092|355|355||116|0|43.5|71.9836014|0.133842
431|9|54|1521|46|5|1985|2007|2005|A-||D.C. Metro|Outlet Center|Potomac Mills|2700 Potomac Mills Circle|Woodbridge|VA|22192|38.644076|-77.292638|1560052|1560052||117905.62691007|1|AMC|71.00519033|0.991|448657|622.16|622.16|18|205|2|73.5|937.50947081|0.0757381
433|7|54|2|19|1|1972||1998|B||Other|Mall|Prien Lake Mall|496 W. Prien Lake Road|Lake Charles|LA|70601|30.198163|-93.226199|842677|379188||54588.3696307|1|Cinemark|10.78848008|0.944|162470|408|408|14|68|0|31.3|90.25242549|0.11953673
434|7|17|2|12|1|1985||1994|B||Other|Mall|Prince Kuhio Plaza|111 East Puainako Street|Hilo|HI|96720|19.695368|-155.063834|452911|266491||60892.65771603|1|Hollywood - Prince Kuhio Theatres|5.26232125|0.9138|67172|362.1|362.1|9|83|0|13.2|44.02262904|0.11953673
435|8|16|215|5|1|1999|2002|2009|B+||Inland Empire|Mall|Promenade in Temecula|40820 Winchester Road|Temecula|CA|92591|33.526177|-117.157745|1279000|540000||99634.94099631|2|Edwards|30.8942373|0.87785714|358030|726.15|655|15|140|0|56.1|296.63481811|0.10414906
436|10|17|2|40|1|1985||0|A||Other|Mall|Providence Place|One Providence Place|Providence|RI|2903|41.8275771|-71.4176679|1155360|717736||69793.11143739|3|Providence Place Cinemas 16 & IMAX|43.88586899|0.97836667|693266|682.5|615|16|152|1|49.3|581.99421949|0.07540602
437|5|17|2|45|1|1998|1998|0|C+||Other|Mall|Provo Towne Centre|1200 Towne Centre Blvd.|Provo|UT|84601|40.217874|-111.660751|792056|300337||70095.25066968|2|Cinemark|8.04142596|0.80571429|330366|333.2|333.2|16|100|0|37.3|43.30570915|0.18568974
438|3|26|2|6|1|1976||2005|C-||Other|Mall|Pueblo Mall|3429 Dillon Drive|Pueblo|CO|81008|38.2547|-104.610718|560966|187296||53219.34913284|1|None|2.1195996|0.61|150258|171.5|171.5||82|0|8|8.10381108|0.2615559
439|5|19|186|5|1|1974|2005|2007|C+||Los Angeles|Mall|Puente Hills Mall|1600 S Azusa Ave|City of Industry|CA|91748|33.993353|-117.931346|1107820|331738||84785.85845483|2|AMC|7.95160025|0.77571429|1617738|284.2|284.2|20|155|0|64.6|42.8219683|0.18568974
440|7|17|2|37|1|1980|1996|1998|B||Other|Mall|Quail Springs Mall|2501 W. Memorial Road|Oklahoma City|OK|73134|35.609937|-97.558567|971141|451245||70113.84565269|3|AMC|15|0.9538|505299|372.3|372.3|24|148|0|74|125.4844401|0.11953673
441|10|54|156|32|1|1987|2003|1995|A||New Jersey (Central)|Mall|Quaker Bridge Mall|Route 1 and Quakerbridge Road|Lawrenceville|NJ|8648|40.2947|-74.6825|1081265|486661.05||104683.0311294|2|None|13.41153114|0.962|461704|708.75|605||110|9|85.5|177.85756053|0.07540602
446|7|17|2|45|1|1990||2008|B||Other|Mall|Red Cliffs Mall|1770 East Red Cliffs Drive|St. George|UT|84790|37.123816|-113.533025|433279|140944||66415.08051826|1|none|6.56807095|0.9438|147042|453.9|453.9||60|0|29.6|54.94604708|0.11953673
447|3|0|179|10|1|1967|1998|2001|C-||Jacksonville|Mall|Regency Square (FL)|9501 Arlington Expressway|Jacksonville|FL|32225|30.321758|-81.551268|1436028|556443||63156.64622871|1|AMC|5.96289013|0.67|572192|147|147|24|128|0|19.5|22.7977657|0.2615559
448|3|26|210|46|1|1975|1997|2003|C-||Richmond|Mall|Regency Square|1420 N. Parham Road|Richmond|VA|23229|37.600819|-77.564093|818000|231000||78854.45671965|2|none|0.7756805|0.67|599001|205.8|205.8||75|2|83.2|2.96563947|0.2615559
451|3|321|162|36|1|1966||1999|C-||Cleveland|Mall|Richmond Town Square|691 Richmond Rd.|Richmond Heights|OH|44143|41.541608|-81.497016|1011763|331498||54215.67088749|1|Regal Cinema|5.60809117|0.76|600190|200.9|200.9|20|90|2|57.7|21.44127188|0.2615559
452|3|181|2|16|1|1966|1997|1997|C-||Other|Mall|Richmond Square|3801 National Rd. East|Richmond|IN|47374|39.830962|-84.846967|391428|88930||51666.87475929|1|None|1.2627038|0.67|57178|147|147||38|0|11.4|4.82766322|0.2615559
453|9|17|191|24|1|1974|1989|2007|A-||Minneapolis|Mall|Ridgedale Center|12401 Wayzata Blvd|Minnetonka|MN|55305|44.9685869|-93.4356062|1166226|365286||88825.25550028|2|none|19.22842418|0.95296667|924124|624|500||133|12|76|215.64313136|0.0891678
454|4|35|1316|44|1|1976|2005|2000|C||Dallas / Fort Worth|Mall|Ridgmar Mall|1888 Green Oaks Rd|Fort Worth|TX|76116|32.740031|-97.435686|1273440|399545||64442.28340275|2|Rave|3.803034|0.78816667|670412|303.8|303.8|13|129|0|52.3|17.31583767|0.21962749
455|3|248|2|33|1|1981|0|1998|C-||Other|Mall|Rio West Mall|1300 West I-40 Frontage|Gallup|NM|87301|35.530133|-108.759986|513580|333077||44361.36948029|1|none|2.90746214|0.67|32187|147|147||60|0|8.7|11.11602583|0.2615559
457|6|17|2|24|1|1991||2007|B-||Other|Mall|River Hills Mall|1850 Adams Street|Mankato|MN|56001|44.173232|-93.955057|718613|354671||64998.54659469|1|Cinemark|13.07927684|0.95427083|77624|386.1|386.1|8|103|0|20.4|97.72176671|0.133842
458|3|321|160|15|1|1966|1997|1994|C-||Chicago|Mall|River Oaks Center|96 River Oaks Center|Calumet City|IL|60409|41.600761|-87.556415|1124947|439696||57622.45093463|1|None|7.05615687|0.79|858825|191.1|191.1||129|2|39|26.97762456|0.2615559
459|9|230|2|48|1|1974||1999|A-||Other|Mall|River Park Square|808 W Main Ave|Spokane|WA|99201|47.659137|-117.423791|373000|149200||62256.96219405|5|AMC|7.317633|0.90296667|386409|800|500|20|54|0|39.7|82.06586661|0.0891678
460|4|19|1282|36|1|1987|||C||Columbus|Mall|River Valley Mall|1635 River Valley Circle South|Lancaster|OH|43130|39.730339|-82.627386|521578|259131||63226.08758728|1|Regal Cinemas|4.278224|0.83816667|81794|303.8|303.8|10|80|0|14.9|19.47945569|0.21962749
461|9|17|2|23|1|1999||0|A-||Other|Mall|RiverTown Crossings|3700 RiverTown Parkway|Grandville|MI|49418|42.882163|-85.75505|1273370|637745||64223.68529846|2|Celebration Cinema|20.661618|0.95296667|506961|530.4|530.4|20|143|0|45.8|231.71612826|0.0891678
463|7|16|206|39|1|2001|0|0|B||Pittsburgh|Mall|Mall at Robinson|100 Robinson Centre Drive|Pittsburgh|PA|15205|40.4577|-80.1566|900000|384000||72401.58091392|2|None|13.48636885|0.8538|485312|402.9|402.9||107|3|77.8|112.82196292|0.11953673
464|9|54|197|32|1|1977|1998|2008|A-||New Jersey (Northern)|Mall|Rockaway Townsquare|301 Mt. Hope Ave|Rockaway|NJ|7866|40.900627|-74.5461517|1246417|560840.85||119856.4717832|2|AMC|21.84525426|0.928|351391|499.2|420|16|162|7|73.8|244.99038445|0.0891678
466|3|318|214|44|1|1988||2004|C-||San Antonio|Mall|Rolling Oaks Mall|6909 N. Loop 1604 East|San Antonio|TX|78247|29.596947|-98.354647|883336|397501.2||77658.41189083|2|None|8.34375641|0.92|614718|220.5|220.5||105|0|48.6|31.90047102|0.2615559
467|12|54|185|35|1|1956|1998|1993|A++||Long Island|Mall|Roosevelt Field|630 Old Country Rd|Garden City|NY|11530|40.743052|-73.614964|2345983|1067423.85||112751.10470552|2|AMC|121.21942995|0.968|1821054|1294.7|1245|8|226|21|90.5|2200.36243794|0.05509067
468|9|26|191|24|1|1969||2006|A-||Minneapolis|Mall|Rosedale Shopping Center|10 Rosedale Center|Roseville|MN|55113|45.01306|-93.175905|1149487|574339||72886.16571139|2|AMC|24.68253128|0.87296667|1228607|566.8|490|14|183|9|84.3|276.80990834|0.0891678
469|10|54|206|39|1|1986||2008|A||Pittsburgh|Mall|Ross Park Mall|1000 Ross Park Mall Drive|Pittsburgh|PA|15237|40.545116|-80.009737|1061790|556435.35||72111.51651635|2|None|26.4002403|0.97|618842|740.25|475||143|5|77|350.10785024|0.07540602
470|7|17|2|38|1|1980|1997|1995|B||Other|Mall|Salem Center|401 Center Street NE|Salem|OR|97301|44.943684|-123.036036|632042|193824||66415.31714869|2|Regal Cinema|3.070489|0.8438|288572|382.5|382.5|7|72|0|39.2|25.68657287|0.11953673
471|12|62|217|5|1|1988|1998|2006|A++||San Francisco|Mall|San Francisco Centre|865 Market Street|San Francisco|CA|94103|37.784168|-122.407646|1192640.12|441930.12853777||116078.6884205|6|Century Theatres|54.19425548|0.97506667|1518167|1160.95|1160.95|9|198|11|99.6|983.72846794|0.05509067
472|9|62|186|5|1|1974|1998|2004|A-||Los Angeles|Mall|Santa Anita|400 S. Baldwin Ave|Arcadia|CA|91007|34.135379|-118.054035|1481112.64|963613.74821892||80420.04881614|2|AMC|34|0.93296667|1536498|624|624|16|208|3|88.2|381.30355332|0.0891678
473|3||2|5|1|1974|||C-||Other|Mall|Santa Maria Town Center|142 Town Center East|Santa Maria|CA|93454|34.953129|-120.434082|680000|268000||76939.5460288|2|Edwards|3.53685405|0.67|174676|196|196|10|68|0|29.9|13.52236386|0.2615559
474|7|54|2|5|1|1982|1998|1993|B||Other|Mall|Santa Rosa Plaza|1071 Santa Rosa Plaza|Santa Rosa|CA|95401|38.439749|-122.717507|692050|311439.15||86738.87086319|2|none|12.12112625|0.87|327085|510|395||123|0|64.7|101.40084938|0.11953673
476|5|98|219|48|1|1975||2004|C+||Seattle|Mall|The Commons at Federal Way|1928 S. Commons|Federal Way|WA|98003|47.3165043|-122.3223975|783299|276000||80164.22097188|1|Century|4.34177268|0.70571429|698771|210.7|210.7|16|100|0|62.2|23.38186604|0.18568974
477|4|26|2|20|1|1967||2001|C||Other|Mall|The Mall at Whitney Field|100 Commercial Road|Leominster|MA|1453|42.526402|-71.763779|657309|183586||82442.58400628|1|None|4.5424809|0.78816667|166768|289.1|289.1||79|1|32.9|20.68266072|0.21962749
478|2|60|2|39|1|1967|1997|1997|D||Other|Mall|Shenango Valley Mall|3303 East State Street|Heritage|PA|16148|41.233537|-80.44851|513483|106067||54099.5101823|1|None|1.8296004|0.67|83103|191.1|191.1||45|0|11.8|5.9147477|0.30932856
480|3|17|2|14|1|1989|1997|0|C-||Other|Mall|Silver Lake Mall|200 West Hanley Avenue|Coeur d'Alene|ID|83815|47.729763|-116.789027|325473|153220||62559.14253695|1|none|2.18573032|0.72|146948|205.8|205.8||40|0|30.6|8.35664698|0.2615559
481|8|179|2|5|1|1981|1998|2000|B+||Other|Mall|Solano|1350 Travis Blvd|Fairfield|CA|94533|38.258337|-122.052752|1157647|642472||93854.88503874|2|Edward's|11.61733|0.85785714|247951|550|430|17|155|0|56.3|111.54522245|0.10414906
482|7|17|2|37|1|1976|1996|2000|B||Other|Mall|Sooner Mall|3301 West Main Street|Norman|OK|73072|35.218637|-97.491862|504208|237303||67351.83254851|1|none|8.12378773|0.9338|236462|351.9|351.9||66|0|57.8|67.96059697|0.11953673
483|6|16|186|5|1|1985||2001|B-||Los Angeles|Mall|South Bay Galleria|1815 Hawthorne Boulevard|Redondo Beach|CA|90278|33.870861|-118.352864|960000|389000||79408.95736212|3|AMC Galleria|13.16856551|0.84427083|2005712|405.9|405.9|16|140|7|90.2|98.38888668|0.133842
484|6|4|220|25|1|1963|2007|2002|B-||St. Louis|Mall|South County Center|18 South County Centerway|St. Louis|MO|63129|38.5042596|-90.3284854|1028623|316400||75200.08487752|2|none|10.61711901|0.91|618269|340|340||132|4|70.1|79.32576394|0.133842
485|9|54|206|39|1|1965|1997|1994|A-||Pittsburgh|Mall|South Hills Village|301 South Hills Village|Bethel Park|PA|15241|40.343335|-80.054557|1128101|507974.4||69514.70841791|2|Carmike Cinemas|20.96874154|0.96|630671|499.2|410|10|126|3|85.7|235.16046056|0.0891678
486|3|44|2|39|1|1975||2009|C-||Other|Mall|South Mall|3300 Lehigh Street|Allentown|PA|18103|40.555927|-75.489535|406000|97000||70613.48061772|1|none|1.48645418|0.67|452116|176.4|176.4||47|0|44.3|5.68312236|0.2615559
488|8|62|185|35|1|1963||1998|B+||Long Island|Mall|South Shore|1701 Sunrise Highway|Bay Shore|NY|11706|40.737088|-73.243427|996737.14|475332.12374914||108728.39568601|1|none|19.30586749|0.88785714|689630|453.2|453.2||101|2|72.2|185.36766057|0.10414906
489|7|35|213|45|1|1987|1997|1997|B||Salt Lake City|Mall|South Towne Center|10450 South State Street|Sandy|UT|84070|40.561585|-111.89098|1276000|500000||88556.46122358|2|none|16.03270748|0.8438|869513|362.1|362.1||143|0|91.9|134.12368811|0.11953673
490|9|54|191|24|1|1956|2007|2002|A-||Minneapolis|Mall|Southdale Center|10 Southdale Center|Edina|MN|55435|44.879867|-93.326358|1246585|474222.6||84655.80672941|4|AMC|10.84666975|0.891|1049055|535.6|440|16|121|9|94|121.64334468|0.0891678
491|5|318|2|36|1|1970||1997|C+||Other|Mall|Southern Park Mall|7401 Market St.|Youngstown|OH|44512|41.02254|-80.662517|1168834|541245.6||52232.38132596|1|Tinseltown Cinema|14.10042685|0.749|236610|377.3|377.3|8|133|0|41.3|75.93541078|0.18568974
493|6|179|2|16|1|1974||2000|B-||Other|Mall|Southlake|2109 Southlake Mall|Merrillville|IN|46410|41.470637|-87.310945|1368200|681859||65765.20902291|2|Showplace|16.9954315|0.90427083|345809|450.45|450.45|12|187|0|31.3|126.98130121|0.133842
495|2||2|48|1|1981||0|D||Other|Mall|SouthShore Mall|1017 South Boone Street|Aberdeen|WA|98520|46.961656|-123.802955|273341|139514||55627.04450447|1|Southshore Mall|1.24204187|0.63|38903|151.9|151.9|10|32|0|2.8|4.01528349|0.30932856
497|7|17|2|48|1|1997|1997|2001|B||Other|Mall|Spokane Valley Mall|14700 East Indiana|Spokane|WA|99216|47.675717|-117.206002|867261|351650||63156.13536316|2|Regal|11|0.9438|291866|336.6|336.6|12|121|0|20.4|92.02192274|0.11953673
499|6|29|204|39|1|1974|2005|1999|B-||Philadelphia|Mall|Springfield Mall (PA)|1250 Baltimore Pike|Springfield|PA|19064|39.91363|-75.350752|610180|215575||74784.90794993|2|none|6.76641851|0.919|1094641|411.84|411.84||80|10|80.2|50.55526989|0.133842
500|9|44|1521|46|1|1973|0|2011|A-||D.C. Metro|Mall|Springfield Town Center|6500 Springfield Mall|Springfield|VA|22150|38.771962|-77.175055|1374177|330286||120488.56313163|2|Regal|12.54745777|0.923|1215177|546|546|12||23|93.5|140.71735979|0.0891678
501|6|54|1521|21|1|1990||2008|B-||D.C. Metro|Mall|St. Charles Towne Center|11110 Mall Circle|Waldorf|MD|20603|38.619427|-76.925721|980344|440971.65||111864.19116977|2|AMC|9.41351842|0.897|202131|331.65|331.65|9|131|0|65|70.33306677|0.133842
502|7|4|220|15|1|1974|1996|1993|B||St. Louis|Mall|St. Clair Square|134 St. Clair Square|Fairview Heights|IL|62208|38.596277|-89.9758|1067611|290356|41|62237.12788078|2|none|11.98586282|0.95|246317|370|370||151|0|51.8|100.26928565|0.11953673
504|6|58|171|7|1|1982|2007|2007|B-||Fairfield County|Mall|Stamford Town Center|100 Greyrock Place|Stamford|CT|6901|41.053489|-73.536276|761000|438000||123162.56140773|4|none|17.88647556|0.90785714|395635|469.185|469.185||118|11|97.6|133.63873348|0.133842
